area_name_en,lat,lon,amenity
Al Rashidiya,25.2194763,55.3873494,place_of_worship
Al Manara,25.1839667,55.2599538,restaurant
Nad Shamma,25.2161758,55.3947825,restaurant
Wadi Al Safa 4,25.0823031,55.3252209,parking
Wadi Al Safa 4,25.0754928,55.3079397,fuel
Wadi Al Safa 4,25.0718111,55.307795,vending_machine
Wadi Al Safa 4,25.0757061,55.3080566,fast_food
Wadi Al Safa 4,25.0681748,55.3081916,fast_food
Wadi Al Safa 4,25.0680988,55.3081585,fast_food
Wadi Al Safa 4,25.0712707,55.3088684,atm
Wadi Al Safa 4,25.0716148,55.3075255,toilets
Wadi Al Safa 4,25.0661699,55.3071671,toilets
Al Maha,18.2244135,56.5453447,fuel
Al Maha,23.583615,58.3669787,fuel
Al Maha,23.6247595,58.2618654,cafe
